imo,Title,Type,Country,State,Paid,Registration required,Governmental,Website,Description
821,Registry of Commerce and Companies,business,FR,,TRUE,FALSE,TRUE,https://www.infogreffe.fr/,"This is France's official company registry. You can search for companies by name, number, director and more. Without logging in you can see the address, number, registration date and financials. In order to find out ownership, you need to log in and buy original documents. The website also provides a link to the gazette entries for each company."
,Official Bulletin of Civil and Commercial Announcements,gazette,FR,,FALSE,FALSE,TRUE,https://www.bodacc.fr/,"France's official bulletin database can be searched by keywords and names. When you find the bulletin for a company, there is also a link to the company's profile in the company registry. The bulletins include changes in management, incorporation announcements and will tell you about directorship but not about ownership."
,Sirene,business,FR,,FALSE,FALSE,TRUE,https://www.sirene.fr/sirene/public/recherche,"Sirene is the website for the authority that gives companies their business registry number. You can do a free search for company names or numbers and will get their status, activity, address and number of employees."
191,National Intellectual Property Center (Sakpatenti),ip,GE,,FALSE,FALSE,TRUE,http://www.sakpatenti.gov.ge/en/,"This a governmental website with a registry of intellectual property such as patents, designs, trademarks, varieties, breeds and geographical indicators. You can search by title, identification number, status, owner or inventor name, filing and registration date, and application number."
417,CompanyInfo.ge,business,GE,,FALSE,FALSE,FALSE,http://www.companyinfo.ge/en/,"This website was created by Transparency International Georgia to mkae a more accesible version of the official Business Registry run by the National Agency of Public Registry. The website contains data on all Georgian companies starting from 2010. You can easily search and view how company leadership and ownership has changed for the last several years and how shareholders and directors of different companies are linked through ownership or management. This is a scraped database of companies that is searchable by company name, directors and shareholders, company ID."
457,Revenue,business,GE,,FALSE,TRUE,TRUE,https://www.revenue.mof.ge/rtos/auto_login.aspx,This website holds information about revenue for different companies but is only available in Georgian and you need to create an account.
635,Business Registry,business,GE,,FALSE,FALSE,TRUE,https://enreg.reestri.gov.ge/main.php?m=new_index&l=en,"This Georgian governmental website includes a search for commercial and non-commercial entities (nonprofits). The database includes free company documents, also in English translations, such as registration."
796,Georgian Stock Exchange,business,GE,,FALSE,FALSE,TRUE,http://www.gse.ge/en,"The official website of the Georgian Stock Exchange is available in both English and Georgian and it offers information of listed copmanies, including reports of issuers and securities."
500,Guernsey Registry,business,GG,,TRUE,FALSE,TRUE,https://www.greg.gg/webCompSearch.aspx,"The Guernsey registry retrieves basic company information and shows you a list of filings of documents that are available for purchase, including memorandi, articles, director change reports, announcements, and annual returns."
40,Registrar General's Department,business,GH,,FALSE,FALSE,TRUE,https://egovonline.gegov.gov.gh/RGDPortalWeb/portal/RGDHome/eghana.portal?_nfpb=true&_st=&_pageLabel=portal_RGDHome_NameSearchPage_page&linksPageTitle=Name+Search&service=namesearch#wlp_portal_RGDHome_NameSearchPage_page,Ghana's RGD Portal includes a simple name search of registered companies in Ghana. The only information available is company status and type.
92,"Intellectual Property, Copyright Department  Ministry of Justice",ip,GH,,FALSE,FALSE,TRUE,http://www.copyright.gov.gh/,"The Ministry holds the intellectual property records of the country, which can be requested only by direct contact via email or phone."
486,Energy Comission,business,GH,,FALSE,FALSE,TRUE,http://energycom.gov.gh/,"A repository of government information on the resources market and relevant legislation that includes regulatory documents, planning and statistics."
602,Ghana Stock Exchange,business,GH,,FALSE,FALSE,TRUE,http://www.gse.com.gh/,"The Ghana Stock Exchange website has a list of all listed companies under ""Listing"". If you click on the ""more"" button, you will get capital, incorporation, address, contact information, directors, press releases, financial statements and statistics. "
689,Securities and Exchange Commission,business,GH,,FALSE,FALSE,TRUE,https://sec.gov.gh/,"Ghana's Securities and Exchange Commission website has a list of financial market operators, market information, and regulations. Their publications include annual reports and quarterly newsletters. Their ""Licensees"" page includes addresses and contact information."
520,Companies House Gibraltar,business,GI,,TRUE,TRUE,TRUE,http://www.companieshouse.gi/,"In order to access the Gibraltar Companies House e-Registry you will need to make an account with a minimum of £10 of credit. The website allows a search by company name or number. Results include company status, date of last annual return and company type. If you click through, you will see a docket of all official documents filed with the registry available to download for £10 per document. There is also an option to purchase the complete archives bundle for £75 or a company profile for £10."
822,Gibraltar Chamber of Commerce,business,GI,,FALSE,FALSE,TRUE,http://www.gibraltarchamberofcommerce.com/members-directory/,"The directory of the Gibraltar Chamber of Commerce has a searchable list of all member companies, which states what the sector they work in and the activities they conduct."
174,UN Water Database,regulatory,GLOBAL,,FALSE,FALSE,FALSE,http://www.gemstat.org/,"The UN Gemstat website has data related to water resources, such as water quality, that they collect from UN Environment Regional Offices"
181,FPSO.com,business,GLOBAL,,FALSE,FALSE,FALSE,http://fpso.com/fpso/,"This website has a list of work barges supporting the oil and gas industry (Floating, Production, Storage and Offloading (FPSO) vessels) and their identifying information: owners, operators, country, and capacity."
184,Rigzone,business,GLOBAL,,FALSE,FALSE,FALSE,https://www.rigzone.com/market/search.aspx,"A website with jobs and advertisements of equipment (inlcuding vessels) in the oil and gas industry. The ads can tell you the seller/ owner, producer, operator, flags, fields, builder etc."
